GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,ILiteralExpression,2,3,0,0,1,1,1,1,1,1
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,AbstractNAryExpression,0,11,0,0,0,4,0,2,0,2
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,Division,119,0,20,0,31,0,14,0,4,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,Modulo,49,0,4,0,12,0,7,0,5,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,Multiplication,102,0,16,0,27,0,12,0,4,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,Name,23,40,1,3,3,11,4,8,3,7
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,MetapathExpression.ResultType,0,54,0,0,0,6,0,1,0,1
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,IDocumentLoader,31,0,0,0,4,0,3,0,3,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,IComparison.Operator,0,64,0,0,0,7,0,1,0,1
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,AbstractNamedInstanceExpression,4,9,0,0,1,4,1,2,1,2
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,SingletonSequenceImpl,18,34,3,3,6,9,8,6,5,6
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,StaticContext.Builder,8,46,0,0,2,11,1,3,1,3
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,ExpressionUtils,24,158,10,22,5,46,10,12,0,6
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,Step,33,33,0,0,4,9,4,4,4,4
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,AbstractArithmeticExpression,3,12,0,0,1,3,1,1,1,1
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,Or,5,38,0,4,1,12,1,5,1,3
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,Metapath,38,0,0,0,10,0,5,0,5,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,Predicate,61,75,5,3,13,19,8,7,5,6
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,RelativeSlashPath,5,17,0,0,1,4,1,2,1,2
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,ValueComparison,8,49,2,2,2,10,3,4,1,4
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,RootDoubleSlashPath,17,0,0,0,4,0,3,0,3,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,GeneralComparison,152,7,24,0,35,3,16,2,4,2
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,BuildAstVisitor.ITriFunction,15,0,0,0,2,0,2,0,2,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,AbstractExpression,6,12,1,1,1,3,2,2,1,2
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,AbstractRelativePathExpression,6,28,0,0,1,9,1,5,1,5
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,AbstractRootPathExpression,9,15,0,0,3,5,3,2,3,2
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,FailingErrorListener,0,11,0,0,0,2,0,2,0,2
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,Union,41,0,0,0,12,0,5,0,5,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,AbstractAstVisitor,161,286,16,10,22,43,36,48,25,46
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,Negate,37,0,2,0,11,0,6,0,5,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,RelativeDoubleSlashPath,26,0,0,0,6,0,3,0,3,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,IBooleanLogicExpression,5,0,0,0,2,0,2,0,2,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,AbstractFilterExpression,35,0,0,0,8,0,3,0,3,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,ISequence.new Collector() {...},15,38,2,2,4,10,3,8,1,8
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,BuildAstVisitor,758,633,97,51,145,166,91,43,19,29
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,Except,25,0,2,0,5,0,5,0,4,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,ModelInstance,12,45,2,2,2,15,3,7,1,7
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,TypeMetapathException,18,0,0,0,7,0,4,0,4,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,Addition,127,37,25,5,29,13,16,3,1,3
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,And,5,33,0,4,1,10,1,4,1,2
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,MetapathEvaluationFeature,0,13,0,0,0,4,0,2,0,2
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,AbstractExpressionVisitor,217,0,6,0,48,0,43,0,40,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,DynamicMetapathException,18,0,0,0,7,0,4,0,4,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,AbstractUnaryExpression,16,0,0,0,5,0,3,0,3,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,AbstractCodedMetapathException,48,8,0,0,9,3,5,1,5,1
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,AbstractLiteralExpression,17,9,0,0,1,4,1,2,1,2
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,Let,59,0,0,0,17,0,7,0,7,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,DynamicContext.CachingLoader,103,0,6,0,24,0,11,0,8,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,EmptyListImpl,20,9,5,1,7,3,10,2,7,2
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,IntegerLiteral,5,12,0,0,1,4,1,3,1,3
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,ContextItem,13,17,1,1,3,6,3,5,2,5
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,DynamicContext,49,69,1,1,12,19,10,6,9,6
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,ISequence,19,30,3,3,5,8,4,6,2,5
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,Intersect,21,0,0,0,6,0,3,0,3,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,VariableReference,41,0,0,0,8,0,6,0,6,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,MetapathExpression,143,141,11,5,29,37,13,10,4,9
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,IExpression,16,0,0,0,3,0,3,0,3,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,FunctionCall,40,60,3,1,8,13,6,4,4,4
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,MetapathException,11,5,0,0,6,2,3,1,3,1
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,AbstractBinaryExpression,6,19,0,0,1,6,1,3,1,3
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,StringLiteral,50,0,6,0,14,0,9,0,6,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,CSTPrinter,105,0,14,0,25,0,12,0,5,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,RootSlashPath,5,34,0,0,1,7,1,4,1,4
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,ASTPrinter,424,0,4,0,56,0,44,0,42,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,DynamicContext.CachingLoader.ContextUriResolver,36,0,4,0,7,0,4,0,2,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,Subtraction,147,0,26,0,38,0,17,0,4,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,AbstractPathExpression,63,7,4,0,17,2,6,3,4,3
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,ASTPrinter.State,54,0,4,0,13,0,6,0,4,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,MetapathConstants,0,21,0,0,0,8,0,1,0,1
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,IntegerDivision,55,0,4,0,15,0,8,0,6,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,StaticMetapathException,18,0,0,0,7,0,4,0,4,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,Axis,20,141,2,2,4,23,6,9,4,9
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,Flag,14,47,3,3,2,15,4,7,1,7
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,AbstractBasicArithmeticExpression,5,41,2,2,2,9,3,3,1,3
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,DecimalLiteral,17,0,0,0,5,0,4,0,4,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,StaticContext,18,18,0,0,4,6,3,3,3,3
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,Wildcard,7,17,0,0,2,6,2,5,2,5
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,ListSequenceImpl,70,0,8,0,16,0,15,0,11,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,InvalidTypeMetapathException,55,0,0,0,13,0,5,0,5,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item,IItem,7,0,2,0,1,0,2,0,1,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item,ItemUtils,49,6,5,1,11,2,4,1,1,1
Metaschema Core API,gov.nist.secauto.metaschema.core.util,ObjectUtils,25,14,5,3,5,7,7,4,3,4
Metaschema Core API,gov.nist.secauto.metaschema.core.util,CollectionUtil,107,42,14,0,24,11,18,12,11,12
Metaschema Core API,gov.nist.secauto.metaschema.core.util,ReplacementScanner,0,42,1,3,0,10,1,2,0,1
Metaschema Core API,gov.nist.secauto.metaschema.core.util,CustomCollectors,85,70,4,4,20,17,12,8,9,7
Metaschema Core API,gov.nist.secauto.metaschema.core.util,AutoCloser,24,0,0,0,8,0,4,0,4,0
Metaschema Core API,gov.nist.secauto.metaschema.core.configuration,DefaultConfiguration,70,53,3,1,18,15,6,6,4,6
Metaschema Core API,gov.nist.secauto.metaschema.core.configuration,IMutableConfiguration,12,0,0,0,2,0,2,0,2,0
Metaschema Core API,gov.nist.secauto.metaschema.core.configuration,AbstractConfigurationFeature,3,12,0,0,1,5,1,2,1,2
Metaschema Core API,gov.nist.secauto.metaschema.core.configuration,IConfiguration,3,9,1,1,1,3,1,1,0,1
Metaschema Core API,gov.nist.secauto.metaschema.core.model.constraint.impl,IFeatureValueConstrained,15,25,0,0,6,7,3,6,3,6
Metaschema Core API,gov.nist.secauto.metaschema.core.model.constraint.impl,IFeatureModelConstrained,27,0,0,0,9,0,6,0,6,0
Metaschema Core API,gov.nist.secauto.metaschema.core,MetaschemaJavaVersion,17,0,0,0,8,0,8,0,8,0
